image_id,image_location,turtle_id,class,Unnamed: 0,Unnamed: 0.1
ID_SYIXHSKB,None,t_id_cDmp9ygQ,100,301.0,2446.0
ID_PILYGPEB,None,t_id_mYBXCbwF,100,7459.0,9604.0
ID_AFX9XPXK,None,t_id_KfuJyhMz,100,5486.0,7631.0
ID_V07RAASO,None,t_id_6PhOOQvE,100,8132.0,10277.0
ID_YND73ULM,None,t_id_xQJVRBgd,100,5083.0,7228.0
ID_584X4NDB,None,t_id_w0fRHpjr,100,5756.0,7901.0
ID_73X5ZGCF,None,t_id_0YBmEZx0,100,7920.0,10065.0
ID_3WPU4PVU,None,t_id_2mhGl21W,100,8349.0,10494.0
ID_4X2IVX5T,None,t_id_7NvNPci8,100,3011.0,5156.0
ID_LBK5ZF1N,None,t_id_cVANkLLj,100,10616.0,12761.0
ID_VO4KJHQI,None,t_id_7atDQtYj,100,8165.0,10310.0
ID_GLLLUCCO,None,t_id_mr3e5P1U,100,8231.0,10376.0
ID_0EMFQ8EM,None,t_id_6tqwFPdK,100,855.0,3000.0
ID_Q46H0S9B,None,t_id_XN39nRhf,100,7565.0,9710.0
ID_VSI7NLNU,None,t_id_f9abc7IG,100,4203.0,6348.0
ID_D5BSD9SF,None,t_id_rbejZMzt,100,8193.0,10338.0
ID_7KRHDCHZ,None,t_id_RJsNFvUi,100,607.0,2752.0
ID_OJ4JCAUF,None,t_id_ubC05v1U,100,1744.0,3889.0
ID_E7E245Y7,None,t_id_y6sPpr6M,100,8679.0,10824.0
ID_2OZFI4BY,None,t_id_mtvndR4Q,100,8863.0,11008.0
ID_ANI34RQT,None,t_id_Lp9X6wvR,100,5928.0,8073.0
ID_ZTGI881C,None,t_id_oQlgrMmO,100,5240.0,7385.0
ID_OM97DTQN,None,t_id_QSy1GrdD,100,6322.0,8467.0
ID_8OSZU1BM,None,t_id_vhD49jny,100,1231.0,3376.0
ID_O6H6W4HO,None,t_id_tEWAR4UD,100,8268.0,10413.0
ID_NKDHK47U,None,t_id_j4sbJTuy,100,4706.0,6851.0
ID_YNNE25ND,None,t_id_vTqUcqPo,100,9096.0,11241.0
ID_09QWBVZR,None,t_id_rMF8pIuF,100,1514.0,3659.0
ID_514QAMVO,None,t_id_feq287kk,100,10574.0,12719.0
ID_TLUVUBED,None,t_id_kjdt80iA,100,1526.0,3671.0
ID_SBCHSWJM,None,t_id_oJQS41DG,100,5070.0,7215.0
ID_8VI4N7S5,None,t_id_9gnw6RlY,100,5110.0,7255.0
ID_JMGYAXL9,None,t_id_utw8f7Gg,100,9914.0,12059.0
ID_FG2Y71E4,None,t_id_1Z8OAKkB,100,6621.0,8766.0
ID_5315E24Q,None,t_id_9M3d0yBk,100,935.0,3080.0
ID_N3B34I2E,None,t_id_9w1vnMBj,100,10465.0,12610.0
ID_C6RCQOUB,None,t_id_6wzLMjpR,100,6996.0,9141.0
ID_31202HOZ,None,t_id_7VXJ5eEJ,100,10198.0,12343.0
ID_NR22M2XV,None,t_id_nJ2aitDS,100,10642.0,12787.0
ID_Z7094V42,None,t_id_xTBdroxF,100,5560.0,7705.0
ID_TSA11E82,None,t_id_sOqa7Egd,100,4326.0,6471.0
ID_8C5KNPSJ,None,t_id_Cz6YQ5jw,100,5793.0,7938.0
ID_4JAVZZIT,None,t_id_GVtdeL2j,100,8842.0,10987.0
ID_5I7ZR7X4,None,t_id_KYctdaMh,100,5315.0,7460.0
ID_F6AOZBVF,None,t_id_FcmwuEuw,100,8593.0,10738.0
ID_OEE32CZ4,None,t_id_HpeqeH3n,100,5942.0,8087.0
ID_ZGR6ZOYY,None,t_id_IvLblwck,100,8772.0,10917.0
ID_0XXUPP2E,None,t_id_DiM6H3cK,100,4529.0,6674.0
ID_EFAJSTQ0,None,t_id_dVQ4x3wz,30,3607.0,5752.0
ID_SS8L0K3B,None,t_id_6PhOOQvE,100,8142.0,10287.0
ID_RXT98DTL,None,t_id_kd8rvcpt,100,10317.0,12462.0
ID_S8VIK9SV,None,t_id_pHgk0skg,100,6665.0,8810.0
ID_DO5SWELU,None,t_id_SpMUXWz4,100,8099.0,10244.0
ID_FMSTU4TG,None,t_id_qPJmeM0W,100,9556.0,11701.0
ID_U67BLFOZ,None,t_id_sZ8nelck,100,3128.0,5273.0
ID_4ZP1K0ET,None,t_id_3qFjE2fM,100,5152.0,7297.0
ID_HBCKSI3S,None,t_id_r9NId2Mh,100,9690.0,11835.0
ID_SL4YD9MN,None,t_id_IO1CTMzP,100,767.0,2912.0
ID_SGPGJA9B,None,t_id_2BvGTXJ9,100,5338.0,7483.0
ID_GMOYSV4S,None,t_id_y6sPpr6M,100,8674.0,10819.0
ID_REE0FNZM,None,t_id_LLdntVC2,100,2842.0,4987.0
ID_VKKXDPQN,None,t_id_60PzOX42,100,3097.0,5242.0
ID_OS9YXUDW,None,t_id_TeQFNMWD,100,8506.0,10651.0
ID_5HWVLAZY,None,t_id_uydk7eCE,100,8695.0,10840.0
ID_F9KE3KZI,None,t_id_oQlgrMmO,100,5242.0,7387.0
ID_CZWS9DL8,None,t_id_pixi4sqQ,100,7406.0,9551.0
ID_4LQKTOR7,None,t_id_vauOcLvS,100,9743.0,11888.0
ID_7JFFCAO0,None,t_id_T0bkoKm8,100,2696.0,4841.0
ID_3YQFUO19,None,t_id_0nnGAxdt,100,6818.0,8963.0
ID_CACHKGDC,None,t_id_ROFhVsy2,69,2119.0,4264.0
ID_TPQI1BZJ,None,t_id_vDSzm7pA,100,3087.0,5232.0
ID_S6PL4AC8,None,t_id_8lQ3Qmh6,100,7416.0,9561.0
ID_TR4K5D2R,None,t_id_9ghqXTak,100,484.0,2629.0
ID_7LMIKP5N,None,t_id_fSV7CNAn,100,9691.0,11836.0
ID_XX9LKLVR,None,t_id_tdCesj6H,100,5329.0,7474.0
ID_NWNKJ30C,None,t_id_tetSdUx0,100,6608.0,8753.0
ID_F6HP0F0X,None,t_id_UkwhEKp2,100,8078.0,10223.0
ID_4QTHJUFV,None,t_id_kDgaD6ug,100,2634.0,4779.0
ID_VIH5IDS2,None,t_id_SaOMIoK6,100,3977.0,6122.0
ID_ZKK3JNW9,None,t_id_SGzl5cJT,100,7951.0,10096.0
ID_QBTWMU7P,None,t_id_kubkz8gN,100,8664.0,10809.0
ID_Q6YU21IX,None,t_id_MtQ0G140,100,10480.0,12625.0
ID_3KUNXRIO,None,t_id_ROFhVsy2,69,2108.0,4253.0
ID_2GMSRUVD,None,t_id_qCbSPCYk,100,10601.0,12746.0
ID_5J6S0HGA,None,t_id_kyqYne46,100,9253.0,11398.0
ID_P3HO0QVF,None,t_id_xroDIZ1a,100,8302.0,10447.0
ID_FSQP08M2,None,t_id_lDzaPi56,100,956.0,3101.0
ID_2E9RTHD0,None,t_id_KPR9uG0j,100,1210.0,3355.0
ID_8CZRUYEZ,None,t_id_IzPeCD4j,100,3988.0,6133.0
ID_SVZDTTOA,None,t_id_sKwbqNiQ,100,10068.0,12213.0
ID_CP1SK6U8,None,t_id_yuiplDyM,100,2232.0,4377.0
ID_FZ59R9FD,None,t_id_TeQFNMWD,100,8503.0,10648.0
ID_07OURE0J,None,t_id_n5RckqCx,100,8051.0,10196.0
ID_HMQQGUTR,None,t_id_UVnltvSp,100,816.0,2961.0
ID_UEK6G5NP,None,t_id_YVVLWzL8,100,9635.0,11780.0
ID_6NYEXMZA,None,t_id_mshmjO7q,100,4179.0,6324.0
ID_6S61O5GH,None,t_id_f9abc7IG,100,4199.0,6344.0
ID_7LJTNXYS,None,t_id_6AKSjjR4,100,131.0,2276.0
ID_6X5OVFQV,None,t_id_rLZJsnke,100,504.0,2649.0
ID_IQD6WZCX,None,t_id_anexy7LX,100,9343.0,11488.0
ID_ZNFC3B0F,None,t_id_OJnYu76V,100,8276.0,10421.0
ID_7XQONEJL,None,t_id_mFtKCr05,100,1244.0,3389.0
ID_RR2VO8AY,None,t_id_PG9QaQhG,100,9272.0,11417.0
ID_3BTKIRJU,None,t_id_qb19kRiA,100,6740.0,8885.0
ID_3SRSIWF8,None,t_id_N6e6D5An,100,43.0,2188.0
ID_YTJI9KTW,None,t_id_GlcYUlzF,100,7386.0,9531.0
ID_FYH4KF0U,None,t_id_9sJM3BjK,100,4873.0,7018.0
ID_B3J15ZPH,None,t_id_KBesJDTJ,100,9234.0,11379.0
ID_ZW05A7WP,None,t_id_XlTd6iU5,100,7631.0,9776.0
ID_UY5RZI08,None,t_id_1pAisCFy,100,2422.0,4567.0
ID_AW42L5BO,None,t_id_vzwWHW1n,100,4782.0,6927.0
ID_MTNKIJ0X,None,t_id_3GtzIu5H,100,5385.0,7530.0
ID_1YYJYWB6,None,t_id_SqgbJuEY,100,1508.0,3653.0
ID_9LURTG7P,None,t_id_hqdcLXTB,100,2939.0,5084.0
ID_9LHJ04S7,None,t_id_68NP6sDw,100,9214.0,11359.0
ID_NHKSXF52,None,t_id_8X69NaKi,100,9766.0,11911.0
ID_ANMOSTSV,None,t_id_in7vK5UR,100,10386.0,12531.0
ID_9S9PN9ZB,None,t_id_uJXT7dGu,41,3756.0,5901.0
ID_ZUDU7E5U,None,t_id_OUdwMOFe,100,9534.0,11679.0
ID_8ZTYH23F,None,t_id_0S9OZNYH,100,10234.0,12379.0
ID_0JP66RYD,None,t_id_90EiKvnp,100,9184.0,11329.0
ID_TX2I1627,None,t_id_0Qhi4hry,100,7262.0,9407.0
ID_DD77QHA8,None,t_id_CAjv5Dxo,100,4068.0,6213.0
ID_KT5Z7MQV,None,t_id_JOUDysLq,100,10648.0,12793.0
ID_9KII00N4,None,t_id_HFaUkTWu,100,7031.0,9176.0
ID_EWK6HX55,None,t_id_cRNfY6Ds,100,201.0,2346.0
ID_D67C8T9B,None,t_id_ZXKaunaj,100,6208.0,8353.0
ID_3QGTLU8U,None,t_id_BR1eAh1k,100,1476.0,3621.0
ID_0TOB4ABQ,None,t_id_Zsi7wDfv,100,9543.0,11688.0
ID_O7GZNQKE,None,t_id_gOdTl4HE,100,2163.0,4308.0
ID_AGFP4BOG,None,t_id_gOdTl4HE,100,2162.0,4307.0
ID_BBL0ONCX,None,t_id_gcZ8uzwf,100,6698.0,8843.0
ID_50OAA0AI,None,t_id_6JyVuJtE,100,2794.0,4939.0
ID_DVQMPJHI,None,t_id_wvGItj4U,100,5744.0,7889.0
ID_UM0Q7P27,None,t_id_VY58NxL1,100,5851.0,7996.0
ID_G4STVFLF,None,t_id_gqnm144f,100,2173.0,4318.0
ID_HVDE949T,None,t_id_bsykIK6j,100,464.0,2609.0
ID_S6JST5WY,None,t_id_5GDo0dtx,100,10474.0,12619.0
ID_1HCI3CNF,None,t_id_dVQ4x3wz,30,3644.0,5789.0
ID_NYYZVE80,None,t_id_U1gh4ghL,100,7889.0,10034.0
ID_Y02RGDHP,None,t_id_6ielDsvh,100,7146.0,9291.0
ID_3CONIX9Z,None,t_id_WDCMGvI4,52,84.0,2229.0
ID_USU4WDXR,None,t_id_ViX4pu6R,100,8408.0,10553.0
ID_FMRGWBIJ,None,t_id_JfbSF9IW,100,4391.0,6536.0
ID_9M2Z31OB,None,t_id_6DYFAx4Y,100,3723.0,5868.0
ID_Z6Z7K3EK,None,t_id_ynTUfhRt,100,5719.0,7864.0
ID_UAZ4OLHY,None,t_id_MnEhNmKI,100,3163.0,5308.0
ID_JG39RRCD,None,t_id_2jZLPZYO,100,10529.0,12674.0
ID_TFEZT3F9,None,t_id_fieGv4FH,100,7608.0,9753.0
ID_WVBVD1P1,None,t_id_Wb2U8hDJ,100,1487.0,3632.0
ID_RY2TVHEC,None,t_id_VP2NW7aV,87,392.0,2537.0
ID_H8AU6ZGI,None,t_id_3Q0oB7iC,100,546.0,2691.0
ID_FEMXDDDH,None,t_id_POI3z58z,100,10518.0,12663.0
ID_IDTU4ULE,None,t_id_5kLlXDBb,100,4868.0,7013.0
ID_24197R8Q,None,t_id_OJnYu76V,100,8281.0,10426.0
ID_JIYV5H4Z,None,t_id_wTiD4YZw,100,8533.0,10678.0
ID_M7DYD03B,None,t_id_BuieyXtW,100,6527.0,8672.0
ID_NFXBIQTY,None,t_id_MRqcMo1f,100,4605.0,6750.0
ID_E0CCDYS1,None,t_id_e9uzieMl,100,3854.0,5999.0
ID_JUC02EE4,None,t_id_sGp3OIcc,100,8786.0,10931.0
ID_C9V5V3IW,None,t_id_LZC5X21M,100,8169.0,10314.0
ID_466GTX4L,None,t_id_1voKhzZi,100,8362.0,10507.0
ID_P0AKKAMT,None,t_id_ctqgl7YE,100,7026.0,9171.0
ID_C5UJLXG3,None,t_id_9UKay51s,100,1097.0,3242.0
ID_2UH0YU1U,None,t_id_T5DXL60d,100,7781.0,9926.0
ID_RPWKYCRS,None,t_id_7Qo68L4D,100,5311.0,7456.0
ID_8EEFL9YN,None,t_id_OS7u8wMw,100,9897.0,12042.0
ID_YLE2ZVB3,None,t_id_Cq4qNbXQ,100,7597.0,9742.0
ID_XNWA9NGX,None,t_id_EwG51FDH,100,3933.0,6078.0
ID_C00AAOAW,None,t_id_Yg6VA5hq,100,8583.0,10728.0
ID_MV8Z9CPV,None,t_id_cfiHLemV,100,10650.0,12795.0
ID_ZBGWMMAA,None,t_id_ZTw0Qvue,100,1184.0,3329.0
ID_8ZAL9P7A,None,t_id_FH5koOBW,100,10145.0,12290.0
ID_YLPIA1S7,None,t_id_ceE4BXDD,100,5048.0,7193.0
ID_A5TZTPL3,None,t_id_TZSPBtHq,100,8007.0,10152.0
ID_FO9UER4Y,None,t_id_CRPO8xwJ,100,2396.0,4541.0
ID_B5QXG4RJ,None,t_id_DNZbftiw,100,6131.0,8276.0
ID_K72NA310,None,t_id_n5RckqCx,100,8053.0,10198.0
ID_VP2F00R4,None,t_id_5kLlXDBb,100,4866.0,7011.0
ID_C3D1C6BN,None,t_id_lhPhPFL8,100,7669.0,9814.0
ID_R0NO5LD5,None,t_id_O8O7UsoA,100,2762.0,4907.0
ID_ZS2SDO9J,None,t_id_XHgS4RMp,100,2495.0,4640.0
ID_KLKX0MUM,None,t_id_V9W5yykB,100,10369.0,12514.0
ID_P5KP16AW,None,t_id_zTA2fwRv,100,4816.0,6961.0
ID_Q7UTQQ6V,None,t_id_siLE1Mvw,100,2918.0,5063.0
ID_GU3B9P80,None,t_id_mr3e5P1U,100,8228.0,10373.0
ID_D3WIXD94,None,t_id_HinZt4Ep,100,973.0,3118.0
ID_IS3BGEA9,None,t_id_2E8o5Jtl,38,3484.0,5629.0
ID_BE5PERWS,None,t_id_UHs5o4Dv,100,7174.0,9319.0
ID_GU9891CW,None,t_id_Z18B7SuC,100,5345.0,7490.0
ID_Z3N9FHCL,None,t_id_vAVZTAEk,100,7723.0,9868.0
ID_3AZOEZ0D,None,t_id_kgwTyoJ8,100,2046.0,4191.0
ID_6YE0U8BT,None,t_id_sKBhIV0o,100,4583.0,6728.0
ID_46CKFW7D,None,t_id_8lQ3Qmh6,100,7420.0,9565.0
ID_IEJXJG9X,None,t_id_IglkjMgo,100,6662.0,8807.0
ID_MD3S216O,None,t_id_Z9z7DLoE,100,6363.0,8508.0
ID_QCON51B4,None,t_id_ybMruied,100,5139.0,7284.0
ID_C8IT9LRA,None,t_id_tKcfJ9U5,100,3237.0,5382.0
ID_X2NKQ8RS,None,t_id_u36gDJND,100,4455.0,6600.0
ID_MEGH7Y6H,None,t_id_QuPGbyAr,100,2458.0,4603.0
ID_BHVZFKH1,None,t_id_2801bgxH,100,10128.0,12273.0
ID_H28JJGME,None,t_id_q5RmZbBr,100,7156.0,9301.0
ID_55HLLTQ3,None,t_id_4dKntPVB,100,7819.0,9964.0
ID_0U5O8SB7,None,t_id_3ixTTq9D,100,6713.0,8858.0
ID_WN50I50K,None,t_id_mXD9Bjsb,93,285.0,2430.0
ID_0P83CQES,None,t_id_E6qZdQrg,100,5722.0,7867.0
ID_DBJZ1Q8G,None,t_id_fjHGjp1w,8,344.0,2489.0
ID_XFPI2GYG,None,t_id_3cJpRuye,100,6592.0,8737.0
ID_XPDICEYL,None,t_id_ZiR5tieC,100,1651.0,3796.0
ID_RI0RDCKL,None,t_id_xroDIZ1a,100,8300.0,10445.0
ID_EMOGMWLV,None,t_id_39qb3Uqe,100,2528.0,4673.0
ID_C2SAAYEC,None,t_id_yXHbhnPG,100,2339.0,4484.0
ID_HTTJN8DH,None,t_id_SVDM8sba,100,4228.0,6373.0
ID_M0FBSLCD,None,t_id_W9IjBig0,100,5687.0,7832.0
ID_NFWLT2CQ,None,t_id_cNjvzvHZ,100,1702.0,3847.0
ID_BCANMU1O,None,t_id_7DtNwSJJ,100,3074.0,5219.0
ID_SNUI49YD,None,t_id_ViX4pu6R,100,8404.0,10549.0
ID_GULD2RED,None,t_id_xroDIZ1a,100,8292.0,10437.0
ID_LJ851OWK,None,t_id_yN94Jb4L,100,3298.0,5443.0
ID_XC4JYVTK,None,t_id_0eXSKep0,100,5043.0,7188.0
ID_QTTADWFT,None,t_id_Qt6i3yfb,100,8605.0,10750.0
ID_EG4I1F6G,None,t_id_44wUWEdX,100,4625.0,6770.0
ID_ZR55A8PC,None,t_id_ksTLswDT,63,7323.0,9468.0
ID_YPKXVLY2,None,t_id_lDzaPi56,100,958.0,3103.0
ID_XIZ267GR,None,t_id_WKPK7ulg,100,839.0,2984.0
ID_PYT19Y6K,None,t_id_UkwhEKp2,100,8060.0,10205.0
ID_5TB2RZS7,None,t_id_SLypL1oB,100,4312.0,6457.0
ID_IX56SKVG,None,t_id_G44kaczh,100,6391.0,8536.0
ID_FV3O8YBN,None,t_id_yBXFVrGE,100,2888.0,5033.0
ID_ASLAM6SV,None,t_id_l6RlfBso,100,4302.0,6447.0
ID_U4Y1Y8FW,None,t_id_PuJu6nk9,100,112.0,2257.0
ID_J4EIYL59,None,t_id_fieGv4FH,100,7600.0,9745.0
ID_I94OROPE,None,t_id_cifN2TIf,100,8597.0,10742.0
ID_37Q7IRXT,None,t_id_WNW6qcsF,100,10107.0,12252.0
ID_49CEWZ7E,None,t_id_t6kJ7qaR,100,2246.0,4391.0
ID_H9Y7R40H,None,t_id_Ts5LyVQz,14,3395.0,5540.0
ID_4K7SY2OZ,None,t_id_ps4Gle3O,100,6030.0,8175.0
ID_K44DW22Z,None,t_id_NBRQwrd6,100,25.0,2170.0
ID_QZ6PZEC9,None,t_id_khTQuzcF,100,6912.0,9057.0
ID_2G35Y44L,None,t_id_J7841PgC,100,2930.0,5075.0
ID_W81BDP16,None,t_id_t73j9KKV,100,5991.0,8136.0
ID_ZGYKDHTM,None,t_id_nfNIxaB8,100,10587.0,12732.0
ID_XZ1JLJCT,None,t_id_a7PJLrJe,100,5504.0,7649.0
ID_2ML7AUOX,None,t_id_Z8rwgnqE,100,9065.0,11210.0
ID_S4NNGEQU,None,t_id_15bo4NKD,91,3696.0,5841.0
ID_F2YHVPH3,None,t_id_cJilBjnq,100,6911.0,9056.0
ID_99XHQICM,None,t_id_91GGfQCK,100,2374.0,4519.0
ID_CQCLUHZQ,None,t_id_xE6Hrf18,100,9999.0,12144.0
ID_1PCC2HUX,None,t_id_u6mMfWtf,100,2356.0,4501.0
ID_OB2TMSPL,None,t_id_ROFhVsy2,69,2097.0,4242.0
ID_B4NLI4UP,None,t_id_5t2UhDYI,100,4354.0,6499.0
ID_XWQ7QN4F,None,t_id_EtsIVJPQ,100,8538.0,10683.0
ID_U7W6G5FH,None,t_id_TRl9nkP4,100,5971.0,8116.0
ID_105UUFCL,None,t_id_UTtEkupt,100,2069.0,4214.0
ID_LFGP0NZJ,None,t_id_mYBXCbwF,100,7443.0,9588.0
ID_7LCVF1NJ,None,t_id_2BvGTXJ9,100,5342.0,7487.0
ID_YMLII9GE,None,t_id_Wb5WEaFa,100,5306.0,7451.0
ID_9LNHCNMH,None,t_id_eb8speoy,100,4013.0,6158.0
ID_ZLIIMT0H,None,t_id_nFsEqbIl,100,5013.0,7158.0
ID_MQQPMS0D,None,t_id_ruF8Nbxs,100,8450.0,10595.0
ID_MZ8RWYM7,None,t_id_s3XRtjGW,100,26.0,2171.0
ID_W1T58OC4,None,t_id_o17bwnvL,100,3434.0,5579.0
ID_QCZRJY2O,None,t_id_dBlV8A6e,100,8487.0,10632.0
ID_K9SSGDMQ,None,t_id_MnEhNmKI,100,3159.0,5304.0
ID_WQGEQV8E,None,t_id_sOqa7Egd,100,4330.0,6475.0
ID_6QE7EBRY,None,t_id_SdBDvx8P,100,8698.0,10843.0
ID_A657SCP1,None,t_id_6iDDaGFJ,100,2570.0,4715.0
ID_9GYW1W1J,None,t_id_dGdt52pK,100,10461.0,12606.0
ID_O1U2V7K5,None,t_id_aBfWCMLI,100,10427.0,12572.0
ID_6KP8KAO9,None,t_id_V522ubQO,100,10027.0,12172.0
ID_ZYB4T3ID,None,t_id_6ielDsvh,100,7148.0,9293.0
ID_QLH3R0S4,None,t_id_aoGDdsAP,100,2478.0,4623.0
ID_TSQZ7T47,None,t_id_MwnEYfqe,79,3538.0,5683.0
ID_T9S1IVQ4,None,t_id_dmnUQgp2,100,1044.0,3189.0
ID_MGLS6QAE,None,t_id_A6AZVXJH,100,4073.0,6218.0
ID_ECGO3VCE,None,t_id_A3TffraE,100,8738.0,10883.0
ID_W2A0BBMH,None,t_id_D0gA44av,25,3744.0,5889.0
ID_YA0JUB54,None,t_id_Yi8XoUnN,100,1506.0,3651.0
ID_UC0T0FG8,None,t_id_shEGistx,100,9582.0,11727.0
ID_0YT033RH,None,t_id_2aOd3P2b,100,1202.0,3347.0
ID_YJJ78CRE,None,t_id_UVnltvSp,100,817.0,2962.0
ID_9HR47FJI,None,t_id_ROFhVsy2,69,2103.0,4248.0
ID_KD4DR913,None,t_id_CRENgVYW,100,9595.0,11740.0
ID_VIK75RC2,None,t_id_bhMFP3X2,100,5648.0,7793.0
ID_DN86VXGV,None,t_id_0lcNmeeO,100,762.0,2907.0
ID_1XNKFMSR,None,t_id_erxmmF2A,100,992.0,3137.0
ID_JJ1EQYLT,None,t_id_O8O7UsoA,100,2760.0,4905.0
ID_TGXF00ZA,None,t_id_pNDyAp0X,100,7126.0,9271.0
ID_CFDD7ZTL,None,t_id_sSZ6Sq0n,100,45.0,2190.0
ID_23N2X1K2,None,t_id_gqnm144f,100,2169.0,4314.0
ID_BQ0UJ4I4,None,t_id_2mhGl21W,100,8353.0,10498.0
ID_0CN84HMW,None,t_id_vAqZbdZ5,100,9841.0,11986.0
ID_I8C7RU83,None,t_id_lSXpOZeQ,100,9146.0,11291.0
ID_W5BTCCHY,None,t_id_tXu2DwK2,100,6895.0,9040.0
ID_3FB3XGVF,None,t_id_axPFF8aY,100,9088.0,11233.0
ID_0FXZBB9Q,None,t_id_CKMQJzfB,100,8658.0,10803.0
ID_W2PRQCU6,None,t_id_buxNd7Gv,100,3217.0,5362.0
ID_TLWEE8SO,None,t_id_vTHDxjPq,100,5297.0,7442.0
ID_I6PJXO93,None,t_id_5kLlXDBb,100,4865.0,7010.0
ID_U75FIXD6,None,t_id_hNdlRce8,100,9488.0,11633.0
ID_00JE9D7C,None,t_id_3JFrWhUV,100,7010.0,9155.0
ID_3XMU629H,None,t_id_ab92TSCv,100,9948.0,12093.0
ID_MNEJVK0D,None,t_id_38UXQfRW,100,1881.0,4026.0
ID_BJJ66Y5X,None,t_id_0Mjnq1nw,100,7377.0,9522.0
ID_5LFY1EO6,None,t_id_iwsrECvs,100,5615.0,7760.0
ID_88Z5ICPU,None,t_id_8Q5HlOOO,100,4152.0,6297.0
ID_C9NMNBYD,None,t_id_LXpYkX3d,100,4617.0,6762.0
ID_XK15SZAE,None,t_id_KU0z2R8Y,100,3018.0,5163.0
ID_H0XX2N5U,None,t_id_oKtPHGVS,100,2628.0,4773.0
ID_P6S49TZL,None,t_id_FWESoR2T,100,10589.0,12734.0
ID_XBN95FGP,None,t_id_TztxvYI6,100,7411.0,9556.0
ID_1ZQYVYB3,None,t_id_38UXQfRW,100,1884.0,4029.0
ID_CF5JXVDR,None,t_id_lOdh28O3,100,2533.0,4678.0
ID_XAN3RSXP,None,t_id_6E6XyEQI,100,6205.0,8350.0
ID_28YK2MDM,None,t_id_pO5WD62V,100,5953.0,8098.0
ID_9G0V6STD,None,t_id_NbWKAzat,100,9992.0,12137.0
ID_4F87UBRM,None,t_id_Pnj3JCZa,100,9106.0,11251.0
ID_EYAIF25Y,None,t_id_J7841PgC,100,2931.0,5076.0
ID_S7TE0FRM,None,t_id_uHxXzyma,100,2815.0,4960.0
ID_3QBBJ8LS,None,t_id_yaJ7rL9c,100,3034.0,5179.0
ID_N504W2WM,None,t_id_ES1owbvW,100,432.0,2577.0
ID_3SLGL8M0,None,t_id_3tczmYM3,100,9392.0,11537.0
ID_XVV5LG2P,None,t_id_inU6ElBb,100,8946.0,11091.0
ID_2AI8WJVX,None,t_id_uTI94nzw,100,5732.0,7877.0
ID_PZ8Y5ONG,None,t_id_Yi3USoEW,100,1915.0,4060.0
ID_YC25YWY4,None,t_id_6tqwFPdK,100,856.0,3001.0
ID_8OONFMVY,None,t_id_PkJAPjm9,100,1351.0,3496.0
ID_FQ5K7KB5,None,t_id_kUgUdQP0,100,7021.0,9166.0
ID_NR3Y4PLI,None,t_id_7tk1fihA,100,106.0,2251.0
ID_PNYSD8L1,None,t_id_TZSPBtHq,100,8003.0,10148.0
ID_PE5WCZJD,None,t_id_Yl9kqS6p,100,1898.0,4043.0
ID_UY4ZRGZB,None,t_id_v2s2BiCV,100,9701.0,11846.0
ID_9BUEZGDI,None,t_id_V9fhZHJf,100,3420.0,5565.0
ID_ZU3M27QS,None,t_id_PCtOZ3tG,100,9473.0,11618.0
ID_72AY2ANT,None,t_id_xroDIZ1a,100,8297.0,10442.0
ID_5WMMPD8V,None,t_id_6tqwFPdK,100,853.0,2998.0
ID_GUWE87O5,None,t_id_sd6xauZv,100,627.0,2772.0
ID_JJ2MTSDQ,None,t_id_6d0AgkXu,100,8126.0,10271.0
ID_Z2O66GFX,None,t_id_PVV39Hze,100,1366.0,3511.0
ID_S0VVZ9OJ,None,t_id_7nXuiuYZ,100,7866.0,10011.0
ID_PVWY1LIW,None,t_id_lFnHujkt,100,6642.0,8787.0
ID_7H5GK2H5,None,t_id_RitRMVTt,100,9440.0,11585.0
ID_4NKSKR85,None,t_id_1Wen2dpn,100,4493.0,6638.0
ID_8KH0EH6J,None,t_id_MZMhLElj,100,6040.0,8185.0
ID_OBHD70NL,None,t_id_ReuRhxbI,100,10218.0,12363.0
ID_SI4Z302W,None,t_id_2gjH6Omt,100,9369.0,11514.0
ID_TIQDIHJ6,None,t_id_6PhOOQvE,100,8129.0,10274.0
ID_R4NOG8Q0,None,t_id_vBCPGnTL,100,2460.0,4605.0
ID_L5WWQOI4,None,t_id_tqNmXcIL,100,5517.0,7662.0
ID_3QB4FZMD,None,t_id_c90wKcNl,100,2215.0,4360.0
ID_K78670B6,None,t_id_Kf73l69A,39,363.0,2508.0
ID_38J6VQV8,None,t_id_G5JLzvai,72,4992.0,7137.0
ID_28ILRWV2,None,t_id_r1m2zUZA,100,6413.0,8558.0
ID_0FG9QX24,None,t_id_Pnj3JCZa,100,9112.0,11257.0
ID_WNZD32ST,None,t_id_u6mMfWtf,100,2357.0,4502.0
ID_RXJ6V4OZ,None,t_id_HinZt4Ep,100,971.0,3116.0
ID_D8KHRV60,None,t_id_T0slLPrs,100,6384.0,8529.0
ID_UJMPMAW0,None,t_id_6PhOOQvE,100,8148.0,10293.0
ID_3CMOHEWH,None,t_id_HBh0EMHV,100,5500.0,7645.0
ID_8M8QKLF1,None,t_id_EWy4fMfl,100,3326.0,5471.0
ID_YEP1IBM1,None,t_id_SwQZGIpa,86,15.0,2160.0
ID_DP0IGFAR,None,t_id_ThEIlqiF,100,9497.0,11642.0
ID_5KCQE663,None,t_id_MFhC6ovY,100,9653.0,11798.0
